PLAYER,GROSS P/W,GROSS P/Y,ADJ. GROSS,POS.,AGE,COUNTRY,CLUB,League
Sergi Canós,"€ 28,846","€ 1,500,000","€ 1,500,000",F,28,Spain,Valencia,La Liga
Daley Sinkgraven,"€ 28,846","€ 1,500,000","€ 1,500,000",D,29,Netherlands,Las Palmas,La Liga
Marcos André,"€ 28,846","€ 1,500,000","€ 1,500,000",F,28,Brazil,Valladolid,La Liga
Stefan Bajcetic,"€ 28,846","€ 1,500,000","€ 1,500,000",M,20,Spain,Las Palmas,La Liga
Anuar,"€ 28,846","€ 1,500,000","€ 1,500,000",F,30,Morocco,Valladolid,La Liga
Alejo Veliz,"€ 28,846","€ 1,500,000","€ 1,500,000",F,21,Argentina,Espanyol,La Liga
Giorgi Mamardashvili,"€ 28,846","€ 1,500,000","€ 1,500,000",K,24,Georgia,Valencia,La Liga
Sandro Ramírez,"€ 28,654","€ 1,490,000","€ 1,490,000",F,29,Spain,Las Palmas,La Liga
Jon Moncayola,"€ 28,077","€ 1,460,000","€ 1,460,000",M,26,Spain,Osasuna,La Liga
Adrián,"€ 28,077","€ 1,460,000","€ 1,460,000",K,38,Spain,Real Betis,La Liga
Andrei Rațiu,"€ 28,077","€ 1,460,000","€ 1,460,000",D,26,Romania,Rayo Vallecano,La Liga
Beñat Prados,"€ 28,077","€ 1,460,000","€ 1,460,000",M,23,Spain,Athletic Club,La Liga
Ander Guevara,"€ 28,077","€ 1,460,000","€ 1,460,000",M,27,Spain,Alaves,La Liga
Luis Milla,"€ 28,077","€ 1,460,000","€ 1,460,000",M,30,Spain,Getafe,La Liga
Iñigo Ruiz de Galarreta,"€ 28,077","€ 1,460,000","€ 1,460,000",M,31,Spain,Athletic Club,La Liga
Abde Ezzalzouli,"€ 28,077","€ 1,460,000","€ 1,460,000",F,23,Morocco,Real Betis,La Liga
Pablo Maffeo,"€ 28,077","€ 1,460,000","€ 1,460,000",D,27,Argentina,Mallorca,La Liga
Munir El Haddadi,"€ 28,077","€ 1,460,000","€ 1,460,000",F,29,Morocco,Leganes,La Liga
Renato Tapia,"€ 28,077","€ 1,460,000","€ 1,460,000",M,29,Peru,Leganes,La Liga
Takuma Asano,"€ 28,077","€ 1,460,000","€ 1,460,000",F,30,Japan,Mallorca,La Liga
Toni Lato,"€ 28,077","€ 1,460,000","€ 1,460,000",D,27,Spain,Mallorca,La Liga
Moi Gómez,"€ 28,077","€ 1,460,000","€ 1,460,000",F,30,Spain,Osasuna,La Liga
Antonio Sánchez,"€ 28,077","€ 1,460,000","€ 1,460,000",M,27,Spain,Mallorca,La Liga
Jaume Doménech,"€ 27,885","€ 1,450,000","€ 1,450,000",K,34,Spain,Valencia,La Liga
Darwin Machís,"€ 27,885","€ 1,450,000","€ 1,450,000",F,31,Venezuela,Valladolid,La Liga
Willy Kambwala,"€ 27,885","€ 1,450,000","€ 1,450,000",D,20,France,Villarreal,La Liga
Sheraldo Becker,"€ 26,923","€ 1,400,000","€ 1,400,000",F,29,Suriname,Real Sociedad,La Liga
Gonzalo Montiel,"€ 26,538","€ 1,380,000","€ 1,380,000",D,27,Argentina,Sevilla,La Liga
Gerard Martín,"€ 26,154","€ 1,360,000","€ 1,360,000",D,22,Spain,Barcelona,La Liga
Yeremi Pino,"€ 25,962","€ 1,350,000","€ 1,350,000",F,22,Spain,Villarreal,La Liga
Anastasios Douvikas,"€ 25,000","€ 1,300,000","€ 1,300,000",F,25,Greece,Celta Vigo,La Liga
Raúl García,"€ 24,231","€ 1,260,000","€ 1,260,000",F,24,Spain,Osasuna,La Liga
Juan Cruz,"€ 24,231","€ 1,260,000","€ 1,260,000",D,32,Spain,Osasuna,La Liga
Randy Nteka,"€ 24,231","€ 1,260,000","€ 1,260,000",F,27,Angola,Rayo Vallecano,La Liga
Jon Guridi,"€ 24,231","€ 1,260,000","€ 1,260,000",M,29,Spain,Alaves,La Liga
Arsen Zakharyan,"€ 24,231","€ 1,260,000","€ 1,260,000",F,21,Russia,Real Sociedad,La Liga
Enzo Boyomo,"€ 24,231","€ 1,260,000","€ 1,260,000",D,23,Cameroon,Osasuna,La Liga
Domingos Duarte,"€ 24,231","€ 1,260,000","€ 1,260,000",D,29,Portugal,Getafe,La Liga
Max Aarons,"€ 24,038","€ 1,250,000","€ 1,250,000",D,25,England,Valencia,La Liga
Óscar de Marcos,"€ 24,038","€ 1,250,000","€ 1,250,000",D,35,Spain,Athletic Club,La Liga
Pere Milla,"€ 24,038","€ 1,250,000","€ 1,250,000",F,32,Spain,Espanyol,La Liga
Fernando Calero,"€ 24,038","€ 1,250,000","€ 1,250,000",D,29,Spain,Espanyol,La Liga
Borna Barisic,"€ 24,038","€ 1,250,000","€ 1,250,000",D,32,Croatia,Leganes,La Liga
Stanko Juric,"€ 24,038","€ 1,250,000","€ 1,250,000",M,28,Croatia,Valladolid,La Liga
Ørjan Nyland,"€ 24,038","€ 1,250,000","€ 1,250,000",K,34,Norway,Sevilla,La Liga
Antonio Candela,"€ 24,038","€ 1,250,000","€ 1,250,000",D,24,Italy,Valladolid,La Liga
Manu Morlanes,"€ 24,038","€ 1,250,000","€ 1,250,000",M,26,Spain,Mallorca,La Liga
Samuel Lino,"€ 24,038","€ 1,250,000","€ 1,250,000",F,25,Brazil,Atletico Madrid,La Liga
Enzo Barrenechea,"€ 24,038","€ 1,250,000","€ 1,250,000",M,23,Argentina,Valencia,La Liga
Ladislav Krejci,"€ 23,846","€ 1,240,000","€ 1,240,000",D,25,Czech Republic,Girona,La Liga
André Almeida,"€ 23,846","€ 1,240,000","€ 1,240,000",F,24,Portugal,Valencia,La Liga
Álvaro Valles,"€ 23,846","€ 1,240,000","€ 1,240,000",K,27,Spain,Las Palmas,La Liga
Yáser Asprilla,"€ 23,846","€ 1,240,000","€ 1,240,000",F,21,Colombia,Girona,La Liga
Miguel Gutiérrez,"€ 23,846","€ 1,240,000","€ 1,240,000",D,23,Spain,Girona,La Liga
Arnau Martínez,"€ 23,846","€ 1,240,000","€ 1,240,000",D,21,Spain,Girona,La Liga
Franco Cervi,"€ 23,846","€ 1,240,000","€ 1,240,000",F,30,Argentina,Celta Vigo,La Liga
Stole Dimitrievski,"€ 23,846","€ 1,240,000","€ 1,240,000",K,31,North Macedonia,Valencia,La Liga
Umar Sadiq,"€ 23,077","€ 1,200,000","€ 1,200,000",F,28,Nigeria,Valencia,La Liga
Omar Alderete,"€ 23,077","€ 1,200,000","€ 1,200,000",D,28,Paraguay,Getafe,La Liga
Cristhian Stuani,"€ 23,077","€ 1,200,000","€ 1,200,000",F,38,Uruguay,Girona,La Liga
Salvi Sánchez,"€ 23,077","€ 1,200,000","€ 1,200,000",F,33,Spain,Espanyol,La Liga
Óscar Mingueza,"€ 22,115","€ 1,150,000","€ 1,150,000",D,25,Spain,Celta Vigo,La Liga
Javier Manquillo,"€ 21,923","€ 1,140,000","€ 1,140,000",D,30,Spain,Celta Vigo,La Liga
Yangel Herrera,"€ 21,154","€ 1,100,000","€ 1,100,000",M,27,Venezuela,Girona,La Liga
Adrià Pedrosa,"€ 21,154","€ 1,100,000","€ 1,100,000",D,26,Spain,Sevilla,La Liga
Iván Sánchez,"€ 20,769","€ 1,080,000","€ 1,080,000",F,32,Spain,Valladolid,La Liga
Mihailo Ristic,"€ 20,192","€ 1,050,000","€ 1,050,000",D,29,Serbia,Celta Vigo,La Liga
Tadeo Allende,"€ 20,192","€ 1,050,000","€ 1,050,000",F,25,Argentina,Celta Vigo,La Liga
Thierry Correia,"€ 20,000","€ 1,040,000","€ 1,040,000",D,25,Portugal,Valencia,La Liga
Pablo Marín,"€ 20,000","€ 1,040,000","€ 1,040,000",F,21,Spain,Real Sociedad,La Liga
Luis Rioja,"€ 20,000","€ 1,040,000","€ 1,040,000",F,31,Spain,Valencia,La Liga
Samú Costa,"€ 20,000","€ 1,040,000","€ 1,040,000",M,24,Portugal,Mallorca,La Liga
Raúl Moro,"€ 20,000","€ 1,040,000","€ 1,040,000",F,22,Spain,Valladolid,La Liga
Iván Villar,"€ 20,000","€ 1,040,000","€ 1,040,000",K,27,Spain,Celta Vigo,La Liga
Abel Bretones,"€ 20,000","€ 1,040,000","€ 1,040,000",D,24,Spain,Osasuna,La Liga
Álex Sola,"€ 20,000","€ 1,040,000","€ 1,040,000",F,25,Spain,Getafe,La Liga
Óscar Rodríguez,"€ 20,000","€ 1,040,000","€ 1,040,000",F,26,Spain,Leganes,La Liga
Jon Pacheco,"€ 20,000","€ 1,040,000","€ 1,040,000",D,24,Spain,Real Sociedad,La Liga
Leandro Cabrera,"€ 20,000","€ 1,040,000","€ 1,040,000",D,33,Uruguay,Espanyol,La Liga
Antonio Blanco,"€ 20,000","€ 1,040,000","€ 1,040,000",M,24,Spain,Alaves,La Liga
Lucien Agoume,"€ 20,000","€ 1,040,000","€ 1,040,000",M,22,France,Sevilla,La Liga
Oscar Trejo,"€ 20,000","€ 1,040,000","€ 1,040,000",F,36,Argentina,Rayo Vallecano,La Liga
Jofre Carreras,"€ 20,000","€ 1,040,000","€ 1,040,000",F,23,Spain,Espanyol,La Liga
Carlos Vicente,"€ 20,000","€ 1,040,000","€ 1,040,000",F,25,Spain,Alaves,La Liga
Eray Cömert,"€ 20,000","€ 1,040,000","€ 1,040,000",D,27,Switzerland,Valladolid,La Liga
Orri Óskarsson,"€ 20,000","€ 1,040,000","€ 1,040,000",F,20,Iceland,Real Sociedad,La Liga
Manu Sánchez,"€ 19,231","€ 1,000,000","€ 1,000,000",D,24,Spain,Alaves,La Liga
Kiko Femenía,"€ 19,231","€ 1,000,000","€ 1,000,000",D,34,Spain,Villarreal,La Liga
Fernando Pacheco,"€ 19,231","€ 1,000,000","€ 1,000,000",K,32,Spain,Espanyol,La Liga
Iñigo Lekue,"€ 19,231","€ 1,000,000","€ 1,000,000",D,31,Spain,Athletic Club,La Liga
Adrián Embarba,"€ 18,462","€ 960,000","€ 960,000",F,32,Spain,Rayo Vallecano,La Liga
Sergio Herrera,"€ 18,269","€ 950,000","€ 950,000",K,31,Spain,Osasuna,La Liga
Alfonso Espino,"€ 18,077","€ 940,000","€ 940,000",D,33,Uruguay,Rayo Vallecano,La Liga
Iván Balliu,"€ 18,077","€ 940,000","€ 940,000",D,33,Albania,Rayo Vallecano,La Liga
Facundo Garcés,"€ 18,077","€ 940,000","€ 940,000",D,25,Argentina,Alaves,La Liga
Pol Lozano,"€ 18,077","€ 940,000","€ 940,000",M,25,Spain,Espanyol,La Liga
Nahuel Tenaglia,"€ 18,077","€ 940,000","€ 940,000",D,28,Argentina,Alaves,La Liga
Marc Casadó,"€ 18,077","€ 940,000","€ 940,000",M,21,Spain,Barcelona,La Liga
Hugo Álvarez,"€ 18,077","€ 940,000","€ 940,000",F,21,Spain,Celta Vigo,La Liga
Álvaro Aguado,"€ 18,077","€ 940,000","€ 940,000",M,28,Spain,Espanyol,La Liga
Raúl Albiol,"€ 18,077","€ 940,000","€ 940,000",D,39,Spain,Villarreal,La Liga
Jailson,"€ 17,885","€ 930,000","€ 930,000",M,29,Brazil,Celta Vigo,La Liga
Thierno Barry,"€ 17,692","€ 920,000","€ 920,000",F,22,France,Villarreal,La Liga
Mamadou Sylla,"€ 17,308","€ 900,000","€ 900,000",F,30,Senegal,Valladolid,La Liga
Rui Silva,"€ 17,308","€ 900,000","€ 900,000",K,30,Portugal,Real Betis,La Liga
Nacho Vidal,"€ 16,731","€ 870,000","€ 870,000",D,29,Spain,Osasuna,La Liga
Víctor Meseguer,"€ 16,731","€ 870,000","€ 870,000",M,25,Spain,Valladolid,La Liga
Youssouf Sabaly,"€ 16,346","€ 850,000","€ 850,000",D,31,Senegal,Real Betis,La Liga
Siebe Van der Heyden,"€ 16,346","€ 850,000","€ 850,000",D,26,Belgium,Mallorca,La Liga
Jon Martín,"€ 16,154","€ 840,000","€ 840,000",D,18,Spain,Real Sociedad,La Liga
Omar El Hilali,"€ 16,154","€ 840,000","€ 840,000",D,21,Morocco,Espanyol,La Liga
Rubén Peña,"€ 16,154","€ 840,000","€ 840,000",D,33,Spain,Osasuna,La Liga
Kike Barja,"€ 16,154","€ 840,000","€ 840,000",F,27,Spain,Osasuna,La Liga
Juanmi Latasa,"€ 16,154","€ 840,000","€ 840,000",F,23,Spain,Valladolid,La Liga
Sergio Camello,"€ 16,154","€ 840,000","€ 840,000",F,23,Spain,Rayo Vallecano,La Liga
Aitor Fernández,"€ 16,154","€ 840,000","€ 840,000",K,33,Spain,Osasuna,La Liga
Omar Mascarell,"€ 16,154","€ 840,000","€ 840,000",M,32,Equatorial Guinea,Mallorca,La Liga
Mateu Morey Bauzà,"€ 16,154","€ 840,000","€ 840,000",D,24,Spain,Mallorca,La Liga
Javi Rodríguez,"€ 16,154","€ 840,000","€ 840,000",D,21,Spain,Celta Vigo,La Liga
Dani Rodríguez,"€ 16,154","€ 840,000","€ 840,000",F,36,Spain,Mallorca,La Liga
Cyle Larin,"€ 16,154","€ 840,000","€ 840,000",F,29,Canada,Mallorca,La Liga
Héctor Fort,"€ 16,154","€ 840,000","€ 840,000",D,18,Spain,Barcelona,La Liga
Roberto López,"€ 16,154","€ 840,000","€ 840,000",F,24,Spain,Leganes,La Liga
Maroan Sannadi,"€ 16,154","€ 840,000","€ 840,000",F,24,Spain,Athletic Club,La Liga
Javi Hernández,"€ 16,154","€ 840,000","€ 840,000",D,26,Spain,Leganes,La Liga
Tomás Conechny,"€ 16,154","€ 840,000","€ 840,000",F,26,Argentina,Alaves,La Liga
Jasper Cillessen,"€ 16,154","€ 840,000","€ 840,000",K,35,Netherlands,Las Palmas,La Liga
Kirian Rodríguez,"€ 15,962","€ 830,000","€ 830,000",F,28,Spain,Las Palmas,La Liga
José Campaña,"€ 15,962","€ 830,000","€ 830,000",M,31,Spain,Las Palmas,La Liga
Diego López,"€ 15,385","€ 800,000","€ 800,000",F,22,Spain,Valencia,La Liga
Moussa Diarra,"€ 15,385","€ 800,000","€ 800,000",D,24,Mali,Alaves,La Liga
Reinildo Mandava,"€ 15,385","€ 800,000","€ 800,000",D,31,Mozambique,Atletico Madrid,La Liga
Augusto Batalla,"€ 15,000","€ 780,000","€ 780,000",K,28,Argentina,Rayo Vallecano,La Liga
Julen Agirrezabala,"€ 14,038","€ 730,000","€ 730,000",K,24,Spain,Athletic Club,La Liga
Aleksandar Sedlar,"€ 14,038","€ 730,000","€ 730,000",D,33,Serbia,Alaves,La Liga
Abde Rebbach,"€ 14,038","€ 730,000","€ 730,000",F,26,Algeria,Alaves,La Liga
Alejandro Francés,"€ 13,846","€ 720,000","€ 720,000",D,22,Spain,Girona,La Liga
Bojan Miovski,"€ 13,846","€ 720,000","€ 720,000",F,25,North Macedonia,Girona,La Liga
Javi Muñoz,"€ 13,846","€ 720,000","€ 720,000",M,29,Spain,Las Palmas,La Liga
Álvaro Fernández,"€ 13,846","€ 720,000","€ 720,000",K,26,Spain,Sevilla,La Liga
Javi López,"€ 13,846","€ 720,000","€ 720,000",D,22,Spain,Real Sociedad,La Liga
Asier Villalibre,"€ 13,846","€ 720,000","€ 720,000",F,27,Spain,Alaves,La Liga
Hugo Sotelo,"€ 13,846","€ 720,000","€ 720,000",M,21,Spain,Celta Vigo,La Liga
Carlos Benavidez,"€ 13,846","€ 720,000","€ 720,000",M,26,Uruguay,Alaves,La Liga
Abdón Prats,"€ 13,846","€ 720,000","€ 720,000",F,32,Spain,Mallorca,La Liga
Joan García,"€ 13,846","€ 720,000","€ 720,000",K,23,Spain,Espanyol,La Liga
Robert Navarro,"€ 13,846","€ 720,000","€ 720,000",F,22,Spain,Mallorca,La Liga
Juan Iglesias,"€ 13,846","€ 720,000","€ 720,000",D,26,Spain,Getafe,La Liga
Pejiño,"€ 13,846","€ 720,000","€ 720,000",F,28,Spain,Las Palmas,La Liga
Iván Jaime,"€ 13,846","€ 720,000","€ 720,000",F,24,Spain,Valencia,La Liga
Amath Ndiaye,"€ 13,846","€ 720,000","€ 720,000",F,28,Senegal,Valladolid,La Liga
Iker Muñoz,"€ 13,846","€ 720,000","€ 720,000",M,22,Spain,Osasuna,La Liga
José Manuel Arnáiz,"€ 13,077","€ 680,000","€ 680,000",F,29,Spain,Osasuna,La Liga
Jackson Porozo,"€ 12,692","€ 660,000","€ 660,000",D,24,Ecuador,Leganes,La Liga
Javi Sánchez,"€ 12,692","€ 660,000","€ 660,000",D,27,Spain,Valladolid,La Liga
Kike García,"€ 12,500","€ 650,000","€ 650,000",F,35,Spain,Alaves,La Liga
Gerard Gumbau,"€ 12,500","€ 650,000","€ 650,000",M,30,Spain,Rayo Vallecano,La Liga
Marc Cardona,"€ 12,115","€ 630,000","€ 630,000",F,29,Spain,Las Palmas,La Liga
Enzo Loiodice,"€ 12,115","€ 630,000","€ 630,000",M,24,France,Las Palmas,La Liga
Carles Aleñá,"€ 12,115","€ 630,000","€ 630,000",M,27,Spain,Alaves,La Liga
Carles Aleñá,"€ 12,115","€ 630,000","€ 630,000",M,26,Spain,Getafe,La Liga
Alex Suárez,"€ 12,115","€ 630,000","€ 630,000",D,31,Spain,Las Palmas,La Liga
Williot Swedberg,"€ 11,923","€ 620,000","€ 620,000",F,21,Sweden,Celta Vigo,La Liga
Rodrigo Riquelme,"€ 11,923","€ 620,000","€ 620,000",F,24,Spain,Atletico Madrid,La Liga
Álvaro Tejero,"€ 11,923","€ 620,000","€ 620,000",D,28,Spain,Espanyol,La Liga
Allan Nyom,"€ 11,923","€ 620,000","€ 620,000",D,36,Cameroon,Getafe,La Liga
Jiri Letacek,"€ 11,923","€ 620,000","€ 620,000",K,26,Czech Republic,Getafe,La Liga
Alberto Moleiro,"€ 11,923","€ 620,000","€ 620,000",F,21,Spain,Las Palmas,La Liga
Álex Muñoz,"€ 11,923","€ 620,000","€ 620,000",D,30,Spain,Las Palmas,La Liga
Juan Soriano,"€ 11,923","€ 620,000","€ 620,000",K,27,Spain,Leganes,La Liga
Matija Nastasić,"€ 11,923","€ 620,000","€ 620,000",D,31,Serbia,Leganes,La Liga
Dani Cárdenas,"€ 11,923","€ 620,000","€ 620,000",K,27,Spain,Rayo Vallecano,La Liga
Pathé Ciss,"€ 11,923","€ 620,000","€ 620,000",M,30,Senegal,Rayo Vallecano,La Liga
Peque Fernández,"€ 11,923","€ 620,000","€ 620,000",F,22,Spain,Sevilla,La Liga
Fran Pérez,"€ 11,923","€ 620,000","€ 620,000",F,22,Spain,Valencia,La Liga
Jesús Vázquez,"€ 11,923","€ 620,000","€ 620,000",D,22,Spain,Valencia,La Liga
Yarek Gasiorowski,"€ 11,923","€ 620,000","€ 620,000",D,20,Spain,Valencia,La Liga
Karl Hein,"€ 11,923","€ 620,000","€ 620,000",K,22,Estonia,Valladolid,La Liga
Chiquinho,"€ 11,538","€ 600,000","€ 600,000",F,25,Portugal,Mallorca,La Liga
Fabrizio Angileri,"€ 11,538","€ 600,000","€ 600,000",D,30,Argentina,Getafe,La Liga
Ilias Akhomach,"€ 11,538","€ 600,000","€ 600,000",F,20,Morocco,Villarreal,La Liga
Bertuğ Yıldırım,"€ 11,538","€ 600,000","€ 600,000",F,22,Turkey,Getafe,La Liga
Juanpe,"€ 11,538","€ 600,000","€ 600,000",D,33,Spain,Girona,La Liga
Sergio Carreira,"€ 11,538","€ 600,000","€ 600,000",D,24,Spain,Celta Vigo,La Liga
Cenk Özkacar,"€ 11,346","€ 590,000","€ 590,000",D,24,Turkey,Valladolid,La Liga
Irvin Cardona,"€ 10,769","€ 560,000","€ 560,000",F,27,France,Espanyol,La Liga
Dani Gómez,"€ 10,577","€ 550,000","€ 550,000",F,26,Spain,Valencia,La Liga
Brian Oliván,"€ 10,385","€ 540,000","€ 540,000",D,30,Spain,Espanyol,La Liga
Unai García,"€ 10,192","€ 530,000","€ 530,000",D,33,Spain,Osasuna,La Liga
Maximiliano Caufriez,"€ 10,192","€ 530,000","€ 530,000",D,27,Belgium,Valencia,La Liga
Darko Brasanac,"€ 10,000","€ 520,000","€ 520,000",M,32,Serbia,Leganes,La Liga
Dinko Horkas,"€ 10,000","€ 520,000","€ 520,000",K,25,Croatia,Las Palmas,La Liga
Manu Fuster,"€ 10,000","€ 520,000","€ 520,000",F,27,Spain,Las Palmas,La Liga
Pau Navarro,"€ 10,000","€ 520,000","€ 520,000",D,19,Spain,Villarreal,La Liga
Abdul Mumin,"€ 10,000","€ 520,000","€ 520,000",D,26,Ghana,Rayo Vallecano,La Liga
Álex Padilla,"€ 10,000","€ 520,000","€ 520,000",K,21,Mexico,Athletic Club,La Liga
Tamás Nikitscher,"€ 10,000","€ 520,000","€ 520,000",M,25,Hungary,Valladolid,La Liga
Luis Pérez,"€ 10,000","€ 520,000","€ 520,000",D,30,Spain,Valladolid,La Liga
Álvaro Rodríguez,"€ 10,000","€ 520,000","€ 520,000",F,20,Uruguay,Getafe,La Liga
Juan Berrocal,"€ 10,000","€ 520,000","€ 520,000",D,26,Spain,Getafe,La Liga
Peter Federico,"€ 10,000","€ 520,000","€ 520,000",F,22,Dominican Republic,Getafe,La Liga
Jhon Solís,"€ 10,000","€ 520,000","€ 520,000",M,20,Colombia,Girona,La Liga
Marko Dmitrovic,"€ 10,000","€ 520,000","€ 520,000",K,33,Serbia,Leganes,La Liga
Juan Cruz,"€ 10,000","€ 520,000","€ 520,000",F,24,Spain,Leganes,La Liga
Andy Pelmard,"€ 10,000","€ 520,000","€ 520,000",D,24,France,Las Palmas,La Liga
Sergi Guardiola,"€ 9,615","€ 500,000","€ 500,000",F,33,Spain,Rayo Vallecano,La Liga
Rodri,"€ 9,615","€ 500,000","€ 500,000",F,24,Spain,Real Betis,La Liga
Assane Diao,"€ 9,615","€ 500,000","€ 500,000",F,18,Spain,Real Betis,La Liga
José Gragera,"€ 9,231","€ 480,000","€ 480,000",M,24,Spain,Espanyol,La Liga
Dário Essugo,"€ 9,231","€ 480,000","€ 480,000",M,19,Portugal,Las Palmas,La Liga
Enric Franquesa,"€ 9,231","€ 480,000","€ 480,000",D,27,Spain,Leganes,La Liga
Aridane Hernández,"€ 8,846","€ 460,000","€ 460,000",D,35,Spain,Rayo Vallecano,La Liga
Selim Amallah,"€ 8,846","€ 460,000","€ 460,000",F,28,Morocco,Valladolid,La Liga
Carlos Romero,"€ 8,654","€ 450,000","€ 450,000",D,23,Spain,Espanyol,La Liga
Daniel Raba,"€ 8,462","€ 440,000","€ 440,000",F,29,Spain,Leganes,La Liga
Miguel de la Fuente,"€ 8,269","€ 430,000","€ 430,000",F,25,Spain,Leganes,La Liga
Carlos Martín,"€ 8,077","€ 420,000","€ 420,000",F,22,Spain,Alaves,La Liga
Jorge Herrando,"€ 8,077","€ 420,000","€ 420,000",D,23,Spain,Osasuna,La Liga
Diego García,"€ 8,077","€ 420,000","€ 420,000",F,24,Spain,Leganes,La Liga
Viti Rozada,"€ 8,077","€ 420,000","€ 420,000",D,27,Spain,Las Palmas,La Liga
Mika Mármol,"€ 8,077","€ 420,000","€ 420,000",D,23,Spain,Las Palmas,La Liga
Marvin Park,"€ 8,077","€ 420,000","€ 420,000",D,24,Spain,Las Palmas,La Liga
Iván Gil,"€ 8,077","€ 420,000","€ 420,000",F,24,Spain,Las Palmas,La Liga
Stanis Idumbo,"€ 8,077","€ 420,000","€ 420,000",F,19,Belgium,Sevilla,La Liga
Roberto Fernández,"€ 8,077","€ 420,000","€ 420,000",F,22,Spain,Espanyol,La Liga
Naci Ünüvar,"€ 8,077","€ 420,000","€ 420,000",F,21,Turkey,Espanyol,La Liga
Kike Pérez,"€ 8,077","€ 420,000","€ 420,000",M,27,Spain,Valladolid,La Liga
Pablo Durán,"€ 8,077","€ 420,000","€ 420,000",F,23,Spain,Celta Vigo,La Liga
Marc Bernal,"€ 8,077","€ 420,000","€ 420,000",M,17,Spain,Barcelona,La Liga
Borja Garcés,"€ 8,077","€ 420,000","€ 420,000",F,25,Spain,Atletico Madrid,La Liga
Adama Boiro,"€ 8,077","€ 420,000","€ 420,000",D,22,Spain,Athletic Club,La Liga
Urko González de Zarate,"€ 7,885","€ 410,000","€ 410,000",M,23,Spain,Real Sociedad,La Liga
Urko González de Zarate,"€ 7,885","€ 410,000","€ 410,000",M,23,Spain,Espanyol,La Liga
Jesús Areso,"€ 7,692","€ 400,000","€ 400,000",D,25,Spain,Osasuna,La Liga
Javi Guerra,"€ 7,692","€ 400,000","€ 400,000",M,21,Spain,Valencia,La Liga
Pau Víctor,"€ 7,308","€ 380,000","€ 380,000",F,23,Spain,Barcelona,La Liga
Benito Ramírez,"€ 7,308","€ 380,000","€ 380,000",F,29,Spain,Las Palmas,La Liga
Javi Puado,"€ 7,308","€ 380,000","€ 380,000",F,26,Spain,Espanyol,La Liga
Juan Carlos,"€ 7,115","€ 370,000","€ 370,000",K,37,Spain,Girona,La Liga
Abdel Abqar,"€ 7,115","€ 370,000","€ 370,000",D,25,Morocco,Alaves,La Liga
César de la Hoz,"€ 6,923","€ 360,000","€ 360,000",M,32,Spain,Valladolid,La Liga
Valery Fernández,"€ 6,923","€ 360,000","€ 360,000",F,25,Spain,Mallorca,La Liga
Jorge Sáenz,"€ 6,923","€ 360,000","€ 360,000",D,28,Spain,Leganes,La Liga
Alfon González,"€ 6,923","€ 360,000","€ 360,000",F,25,Spain,Celta Vigo,La Liga
Hugo Novoa,"€ 6,731","€ 350,000","€ 350,000",D,22,Spain,Alaves,La Liga
Duk,"€ 6,154","€ 320,000","€ 320,000",F,24,Cape Verde,Leganes,La Liga
Germán Valera,"€ 6,154","€ 320,000","€ 320,000",F,22,Spain,Valencia,La Liga
